nodename,idname,imagename,filename,filenamemedium,filenamethumb,lakecode,lakename,magnification,notes,section,sitehole,submittedby,year,taxon,commonname,family,imageuitags,description,distinguishingfeatures,nodeuitags,lighttypename
"Aragonite","Mineral","Aragonite_1ppl.jpg","Aragonite_1ppl.jpg","Aragonite_1ppl-600.jpg","Aragonite_1ppl-200s.jpg",\N,"Black Sea (42 05.94 N, 29 36.82 E)",\N,"Field of aragonite needles, acicular needles",\N,\N,"Guy Rothwell",\N,\N,\N,\N,\N,"Transparent colorless. Nonpleochroic. Extreme birefringence. Distinguished by small (~10 um) acicular (needle-like) or rice-like grain morphology. Moderate relief, varying by direction. Twinning may be common.    Organisms such as pteropods, most mollusks, and some corals produce biogenic aragonite.  ","Rice-shape Acicular Elongate High-birefringence ","Carbonate salt transparent colorless","Plane-Polarized Light"
"Pollen","Plant","artemisia_frigida_colpiparty_jm_3_edit","artemisia_frigida_colpiparty_jm_3_edit.jpg","artemisia_frigida_colpiparty_jm_3_edit-600.jpg","artemisia_frigida_colpiparty_jm_3_edit-200s.jpg",\N,"Cushing Reference Collection",\N,"colpi from multiple angles",\N,\N,"Jimmy Marty",\N,"Artemisia frigida Willd.",\N,\N,\N,\N,\N,\N,"Plane-Polarized Light"
"Pollen","Plant","artemisia_frigida_wall_jm_edit","artemisia_frigida_wall_jm_edit.jpg","artemisia_frigida_wall_jm_edit-600.jpg","artemisia_frigida_wall_jm_edit-200s.jpg",\N,"Cushing Reference Collection",\N,"wall",\N,\N,"Jimmy Marty",\N,"Artemisia frigida Willd.",\N,\N,\N,\N,\N,\N,"Plane-Polarized Light"
"Plant Macrofossil","Plant","Atriplex_patula_seed_227_jm_edit_2","Atriplex_patula_seed_227_jm_edit_2.jpg","Atriplex_patula_seed_227_jm_edit_2-600.jpg","Atriplex_patula_seed_227_jm_edit_2-200s.jpg",\N,"Melenaur farm near Denhoff, Sheridan County, ND","8.0","lens shaped in cross section, circular in outline; 1-3 mm wide; dull, dark brown to black; outline of ring-shaped embryo clearly visible",\N,\N,"Jimmy Marty",\N,"Atriplex patula L.","saltbush","Amaranthaceae","seed terrestrial dateable round",\N,\N,\N,"Reflected Light"
"Diatom","Algae","Aulacoseira_ambigua_(spore)_HK0015.jpg","Aulacoseira_ambigua_(spore)_HK0015.jpg.jpg","Aulacoseira_ambigua_(spore)_HK0015.jpg-600.jpg","Aulacoseira_ambigua_(spore)_HK0015.jpg-200s.jpg",\N,"Harriet","400.0","cell of A. ambigua appears to be making a spore ","CLW-Har04-Da",\N,"Hedy Kling",\N,"Aulacoseira ambigua",\N,\N,"cylindrical chambered","Transparent colorless to slightly brown or red tinted.  Nonpleochroic. Isotropic. Many different shapes; in two-dimensional view these may appear as circles, rectangles of varying aspect ratios, canoe-shapes, banana-shapes, etc. moderate relief.  Occur in essentially all lakes and rivers, but may not be preserved in sediments due to high- or low-pH conditions or silica undersaturation of bottom waters.","Isotropic Patterned","circular transparent colorless rice-shape","Plane-Polarized Light"
"Foraminifera","Invertebrate","Benthic forams_2_GR.jpg","Benthic_forams_2_GR.jpg","Benthic_forams_2_GR-600.jpg","Benthic_forams_2_GR-200s.jpg",\N,\N,"x10","SIOCLMR 164G CC, benthic radiolaria",\N,\N,"Guy Rothwell",\N,\N,\N,\N,\N,\N,\N,\N,"Plane-Polarized Light"
"Foraminifera","Invertebrate","Benthic foram_1_GR.jpg","Benthic_foram_1_GR.jpg","Benthic_foram_1_GR-600.jpg","Benthic_foram_1_GR-200s.jpg",\N,\N,"x10","SIOCLMR 164G CC, benthic",\N,\N,"Guy Rothwell",\N,\N,\N,\N,\N,\N,\N,\N,"Plane-Polarized Light"
"Foraminifera","Invertebrate","Benthic_forams_3_GR.jpg","Benthic_forams_3_GR.jpg","Benthic_forams_3_GR-600.jpg","Benthic_forams_3_GR-200s.jpg",\N,\N,"x10","SIOCLMR 164G CC, benthic radiolaria sponge-spicules planktonic",\N,\N,"Guy Rothwell",\N,\N,\N,\N,\N,\N,\N,\N,"Plane-Polarized Light"
"Foraminifera","Invertebrate","Benthic_forams_5_GR.jpg","Benthic_forams_5_GR.jpg","Benthic_forams_5_GR-600.jpg","Benthic_forams_5_GR-200s.jpg",\N,\N,"x10","SIOCLMR 164G CC, benthic",\N,\N,"Guy Rothwell",\N,\N,\N,\N,\N,\N,\N,\N,"Plane-Polarized Light"
"Foraminifera","Invertebrate","Benthic_forams_6_GR.jpg","Benthic_forams_6_GR.jpg","Benthic_forams_6_GR-600.jpg","Benthic_forams_6_GR-200s.jpg",\N,\N,"x10","SIOCLMR 164G CC, radiolarian biogenic-silica centric-diatom benthic planktonic",\N,\N,"Guy Rothwell",\N,\N,\N,\N,\N,\N,\N,\N,"Plane-Polarized Light"
"Foraminifera","Invertebrate","Benthic_foram_4_GR.jpg","Benthic_foram_4_GR.jpg","Benthic_foram_4_GR-600.jpg","Benthic_foram_4_GR-200s.jpg",\N,\N,"x10","SIOCLMR 164G CC, benthic",\N,\N,"Guy Rothwell",\N,\N,\N,\N,\N,\N,\N,\N,"Plane-Polarized Light"
"Plant Macrofossil","Plant","Betula_alleghaniensis_catkin_bracht_79_jm_edit.jpg","Betula_alleghaniensis_catkin_bracht_79_jm_edit.jpg","Betula_alleghaniensis_catkin_bracht_79_jm_edit-600.jpg","Betula_alleghaniensis_catkin_bracht_79_jm_edit-200s.jpg",\N,"Hardin County, IA",\N,"sharply 3-lobed, ciliate (hairs) along margins, 6-13 mm long",\N,\N,"Jimmy Marty",\N,"Betula alleghaniensis Britton","yellow birch","Betulaceae","catkin-bract terrestrial dateable lobed pubescent hairy",\N,\N,\N,"Reflected Light"
"Plant Macrofossil","Plant","Betula_alleghaniensis_seed_79_jm_edit.jpg","Betula_alleghaniensis_seed_79_jm_edit.jpg","Betula_alleghaniensis_seed_79_jm_edit-600.jpg","Betula_alleghaniensis_seed_79_jm_edit-200s.jpg",\N,"Hardin County, IA",\N,"winged, 3 mm long, 3-5 mm wide, ellipsoid-obovate in shape, somewhat flattened; wings may be damaged/missing in subfossil samples",\N,\N,"Jimmy Marty",\N,"Betula alleghaniensis Britton","yellow birch","Betulaceae","seed terrestrial dateable obovate winged stigmas-persistent hairy pubescent",\N,\N,\N,"Reflected Light"
"Plant Macrofossil","Plant","Betula_papyrifera_catkin_bracht_3039_jm_edit.jpg","Betula_papyrifera_catkin_bracht_3039_jm_edit.jpg","Betula_papyrifera_catkin_bracht_3039_jm_edit-600.jpg","Betula_papyrifera_catkin_bracht_3039_jm_edit-200s.jpg",\N,"SE side of Green Lake, Kandiyohi County, MN",\N,"3 lobed, lobes divergent, forming cross-like or fleur-de-lis shape. 6-12 mm.",\N,\N,"Jimmy Marty",\N,"Betula papyrifera Marsh.","paper birch ","Betulaceae","catkin-bract terrestrial dateable lobed hairy pubescent",\N,\N,\N,"Reflected Light"
"Plant Macrofossil","Plant","betula_papyrifera_RIPO_jm_edit","betula_papyrifera_RIPO_jm_edit.jpg","betula_papyrifera_RIPO_jm_edit-600.jpg","betula_papyrifera_RIPO_jm_edit-200s.jpg",\N,"Rice Portage Lake, Carlton County, MN",\N,"subfossil specimen; note remnant of wings, persistent stigmas, characteristic size and shape (elliptic, 1.5-3 mm)",\N,\N,"Jimmy Marty",\N,"Betula papyrifera Marshall","paper birch","Betulaceae","terrestrial bistigmatic dateable seed winged elliptic pubescent subfossilized stigmas-persistent",\N,\N,\N,"Reflected Light"
"Plant Macrofossil","Plant","Betula_papyrifera_seed_3039_jm_edit.jpg","Betula_papyrifera_seed_3039_jm_edit.jpg","Betula_papyrifera_seed_3039_jm_edit-600.jpg","Betula_papyrifera_seed_3039_jm_edit-200s.jpg",\N,"SE side of Green Lake, Kandiyohi County, MN",\N,"winged, 1.5-3 mm long, nutlet 0.5-1 mm wide, wings slightly wider than nutlet; wings may be damaged/missing in subfossil samples",\N,\N,"Jimmy Marty",\N,"Betula papyrifera Marsh.","paper birch","Betulaceae","seed terrestrial dateable winged obovate hairy pubescent stigmas-persistent",\N,\N,\N,"Reflected Light"
"Plant Macrofossil","Plant","Betula_pumila_catkin_bract_77_jm_edit.jpg","Betula_pumila_catkin_bract_77_jm_edit.jpg","Betula_pumila_catkin_bract_77_jm_edit-600.jpg","Betula_pumila_catkin_bract_77_jm_edit-200s.jpg",\N,"Devlin's Park, Boulder, CO",\N,"3 lobed, rounded, sometimes dotted with resin.",\N,\N,"Jimmy Marty",\N,"Betula pumila L.","bog birch ","Betulaceae","catkin-bract terrestrial dateable lobed resinous",\N,\N,\N,"Plane-Polarized Light"
"Plant Macrofossil","Plant","Betula_pumila_leaf_top_77_jm_edit.jpg","Betula_pumila_leaf_top_77_jm_edit.jpg","Betula_pumila_leaf_top_77_jm_edit-600.jpg","Betula_pumila_leaf_top_77_jm_edit-200s.jpg",\N,"Devlin's Park, Boulder, CO",\N,"adaxial (top) surface; rounded to obovate, 2-4 cm long, 1-3 cm wide, coarsely toothed margins, teeth may be blunt or sharp; petioles 3-6 mm long.",\N,\N,"Jimmy Marty",\N,"Betula pumila L.","bog birch","Betulaceae","leaf terrestrial dateable reticulate toothed",\N,\N,\N,"Reflected Light"
"Plant Macrofossil","Plant","Betula_pumila_leaf_underside_77_jm_edit.jpg","Betula_pumila_leaf_underside_77_jm_edit.jpg","Betula_pumila_leaf_underside_77_jm_edit-600.jpg","Betula_pumila_leaf_underside_77_jm_edit-200s.jpg",\N,"Devlin's Park, Boulder, CO",\N,"abaxial (bottom) surface; rounded to obovate, 2-4 cm long, 1-3 cm wide, coarsely toothed margins, teeth may be blunt or sharp; petioles (leaf stalk) 3-6 mm long.",\N,\N,"Jimmy Marty",\N,"Betula pumila L.","bog birch","Betulaceae","leaf terrestrial dateable reticulate toothed",\N,\N,\N,"Reflected Light"
"Plant Macrofossil","Plant","Betula_pumila_seed_77_jm_edit.jpg","Betula_pumila_seed_77_jm_edit.jpg","Betula_pumila_seed_77_jm_edit-600.jpg","Betula_pumila_seed_77_jm_edit-200s.jpg",\N,"Devlin's Park, Boulder, CO",\N,"very narrowly winged, rounded, 2-3 mm long, 2-4 mm wide; 2 stubby style bases persistent; woody, flat face",\N,\N,"Jimmy Marty",\N,"Betula pumila L.","bog birch","Betulaceae","seed terrestrial dateable winged round style-base-persistent",\N,\N,\N,"Reflected Light"
"Biotite","Mineral","Biotite_01_pp_AB","Biotite_01_pp_AB.jpg","Biotite_01_pp_AB-600.jpg","Biotite_01_pp_AB-200s.jpg",\N,"Lake Malawi",\N,"biotite, volcanic",\N,"1P","Andy Breckenridge","1998",\N,\N,\N,\N,"Occurs as flakes larger than surrounding material, green to brown transparent, may be pleochroic.  Low to moderate relief. Cleavage planes frequently visible as platy layers. Classic bird's eye extinction (mottled, pebbly texture) not always present in smear slide. Very low apparent birefringence (pseudo-isotropy) because flakes settle with {001} in the plane of the slide.  However, by tilting the slide very slightly (e.g., by slipping another slide under the slide) one can evaluate the true birefringence (thanks to Frank Brown, U. Utah, for the tip).  Biotite has strong birefringence; chlorite, which may form as an alteration product or a metamorphic mineral, can look similar to biotite in plane light but has weak birefringence.","Flaky Pseudo-isotropic Pleochroic bird's-eye-extinction","brown green layers ragged silicate mica transparent","Plane-Polarized Light"
"Biotite","Mineral","Biotite_01_xp_AB","Biotite_01_xp_AB.jpg","Biotite_01_xp_AB-600.jpg","Biotite_01_xp_AB-200s.jpg",\N,"Lake Malawi",\N,"biotite, volcanic",\N,"1P","Andy Breckenridge","1998",\N,\N,\N,\N,"Occurs as flakes larger than surrounding material, green to brown transparent, may be pleochroic.  Low to moderate relief. Cleavage planes frequently visible as platy layers. Classic bird's eye extinction (mottled, pebbly texture) not always present in smear slide. Very low apparent birefringence (pseudo-isotropy) because flakes settle with {001} in the plane of the slide.  However, by tilting the slide very slightly (e.g., by slipping another slide under the slide) one can evaluate the true birefringence (thanks to Frank Brown, U. Utah, for the tip).  Biotite has strong birefringence; chlorite, which may form as an alteration product or a metamorphic mineral, can look similar to biotite in plane light but has weak birefringence.","Flaky Pseudo-isotropic Pleochroic bird's-eye-extinction","brown green layers ragged silicate mica transparent","Cross-Polarized Light"
"Biotite","Mineral","Biotite_1ppl1.jpg","Biotite_1ppl1.jpg","Biotite_1ppl1-600.jpg","Biotite_1ppl1-200s.jpg",\N,\N,\N,"Large biotite mica flake, note the conspicuously large size of the flake compared with the associated material, flakes",\N,\N,"Guy Rothwell",\N,\N,\N,\N,\N,"Occurs as flakes larger than surrounding material, green to brown transparent, may be pleochroic.  Low to moderate relief. Cleavage planes frequently visible as platy layers. Classic bird's eye extinction (mottled, pebbly texture) not always present in smear slide. Very low apparent birefringence (pseudo-isotropy) because flakes settle with {001} in the plane of the slide.  However, by tilting the slide very slightly (e.g., by slipping another slide under the slide) one can evaluate the true birefringence (thanks to Frank Brown, U. Utah, for the tip).  Biotite has strong birefringence; chlorite, which may form as an alteration product or a metamorphic mineral, can look similar to biotite in plane light but has weak birefringence.","Flaky Pseudo-isotropic Pleochroic bird's-eye-extinction","brown green layers ragged silicate mica transparent","Plane-Polarized Light"
"Biotite","Mineral","Biotite_2ppl.jpg","Biotite_2ppl.jpg","Biotite_2ppl-600.jpg","Biotite_2ppl-200s.jpg",\N,\N,\N,"Field of brown and green mica flakes, pyroxene crystal fragments also in the field, pyroxenes crystal-fragment flakes",\N,\N,"Guy Rothwell",\N,\N,\N,\N,\N,"Occurs as flakes larger than surrounding material, green to brown transparent, may be pleochroic.  Low to moderate relief. Cleavage planes frequently visible as platy layers. Classic bird's eye extinction (mottled, pebbly texture) not always present in smear slide. Very low apparent birefringence (pseudo-isotropy) because flakes settle with {001} in the plane of the slide.  However, by tilting the slide very slightly (e.g., by slipping another slide under the slide) one can evaluate the true birefringence (thanks to Frank Brown, U. Utah, for the tip).  Biotite has strong birefringence; chlorite, which may form as an alteration product or a metamorphic mineral, can look similar to biotite in plane light but has weak birefringence.","Flaky Pseudo-isotropic Pleochroic bird's-eye-extinction","brown green layers ragged silicate mica transparent","Plane-Polarized Light"
"Biotite","Mineral","Biotite_3ppl.jpg","Biotite_3ppl.jpg","Biotite_3ppl-600.jpg","Biotite_3ppl-200s.jpg",\N,"Bengal Fan, Indian Ocean ( 8 00.42 N, 86 16.97 E)",\N,"Field of green and brown mica flakes, flakes",\N,\N,"Guy Rothwell",\N,\N,\N,\N,\N,"Occurs as flakes larger than surrounding material, green to brown transparent, may be pleochroic.  Low to moderate relief. Cleavage planes frequently visible as platy layers. Classic bird's eye extinction (mottled, pebbly texture) not always present in smear slide. Very low apparent birefringence (pseudo-isotropy) because flakes settle with {001} in the plane of the slide.  However, by tilting the slide very slightly (e.g., by slipping another slide under the slide) one can evaluate the true birefringence (thanks to Frank Brown, U. Utah, for the tip).  Biotite has strong birefringence; chlorite, which may form as an alteration product or a metamorphic mineral, can look similar to biotite in plane light but has weak birefringence.","Flaky Pseudo-isotropic Pleochroic bird's-eye-extinction","brown green layers ragged silicate mica transparent","Plane-Polarized Light"
"Biotite","Mineral","Biotite_4ppl.jpg","Biotite_4ppl.jpg","Biotite_4ppl-600.jpg","Biotite_4ppl-200s.jpg",\N,\N,\N,"Brown biotite mica flake, flakes",\N,\N,"Guy Rothwell",\N,\N,\N,\N,\N,"Occurs as flakes larger than surrounding material, green to brown transparent, may be pleochroic.  Low to moderate relief. Cleavage planes frequently visible as platy layers. Classic bird's eye extinction (mottled, pebbly texture) not always present in smear slide. Very low apparent birefringence (pseudo-isotropy) because flakes settle with {001} in the plane of the slide.  However, by tilting the slide very slightly (e.g., by slipping another slide under the slide) one can evaluate the true birefringence (thanks to Frank Brown, U. Utah, for the tip).  Biotite has strong birefringence; chlorite, which may form as an alteration product or a metamorphic mineral, can look similar to biotite in plane light but has weak birefringence.","Flaky Pseudo-isotropic Pleochroic bird's-eye-extinction","brown green layers ragged silicate mica transparent","Plane-Polarized Light"
"Biotite","Mineral","Biotite_MR_BV_cp.jpg","Biotite_MR_BV_cp.jpg","Biotite_MR_BV_cp-600.jpg","Biotite_MR_BV_cp-200s.jpg","HLT",\N,"63.0","colored green  platey heavy-mineral basal-section","2","1B","Michael Rosen Blas Valero","2010",\N,\N,\N,\N,"Occurs as flakes larger than surrounding material, green to brown transparent, may be pleochroic.  Low to moderate relief. Cleavage planes frequently visible as platy layers. Classic bird's eye extinction (mottled, pebbly texture) not always present in smear slide. Very low apparent birefringence (pseudo-isotropy) because flakes settle with {001} in the plane of the slide.  However, by tilting the slide very slightly (e.g., by slipping another slide under the slide) one can evaluate the true birefringence (thanks to Frank Brown, U. Utah, for the tip).  Biotite has strong birefringence; chlorite, which may form as an alteration product or a metamorphic mineral, can look similar to biotite in plane light but has weak birefringence.","Flaky Pseudo-isotropic Pleochroic bird's-eye-extinction","brown green layers ragged silicate mica transparent","Cross-Polarized Light"
"Biotite","Mineral","Biotite_MR_BV_pp.jpg","Biotite_MR_BV_pp.jpg","Biotite_MR_BV_pp-600.jpg","Biotite_MR_BV_pp-200s.jpg","HLT",\N,"63.0","colored green  platey heavy-mineral basal-section","2","1B","Michael Rosen Blas Valero","2010",\N,\N,\N,\N,"Occurs as flakes larger than surrounding material, green to brown transparent, may be pleochroic.  Low to moderate relief. Cleavage planes frequently visible as platy layers. Classic bird's eye extinction (mottled, pebbly texture) not always present in smear slide. Very low apparent birefringence (pseudo-isotropy) because flakes settle with {001} in the plane of the slide.  However, by tilting the slide very slightly (e.g., by slipping another slide under the slide) one can evaluate the true birefringence (thanks to Frank Brown, U. Utah, for the tip).  Biotite has strong birefringence; chlorite, which may form as an alteration product or a metamorphic mineral, can look similar to biotite in plane light but has weak birefringence.","Flaky Pseudo-isotropic Pleochroic bird's-eye-extinction","brown green layers ragged silicate mica transparent","Plane-Polarized Light"
"Biotite","Mineral","biotite_pp_01.jpg","biotite_pp_01.jpg","biotite_pp_01-600.jpg","biotite_pp_01-200s.jpg","TURK",\N,"400x",\N,\N,\N,"Amy Myrbo","2010",\N,\N,\N,\N,"Occurs as flakes larger than surrounding material, green to brown transparent, may be pleochroic.  Low to moderate relief. Cleavage planes frequently visible as platy layers. Classic bird's eye extinction (mottled, pebbly texture) not always present in smear slide. Very low apparent birefringence (pseudo-isotropy) because flakes settle with {001} in the plane of the slide.  However, by tilting the slide very slightly (e.g., by slipping another slide under the slide) one can evaluate the true birefringence (thanks to Frank Brown, U. Utah, for the tip).  Biotite has strong birefringence; chlorite, which may form as an alteration product or a metamorphic mineral, can look similar to biotite in plane light but has weak birefringence.","Flaky Pseudo-isotropic Pleochroic bird's-eye-extinction","brown green layers ragged silicate mica transparent","Plane-Polarized Light"
"Biotite","Mineral","biotite_pp_02.jpg","biotite_pp_02.jpg","biotite_pp_02-600.jpg","biotite_pp_02-200s.jpg","SODA","Big Soda","400x","calcite-inclusion","6","2A","Amy Myrbo","2010",\N,\N,\N,\N,"Occurs as flakes larger than surrounding material, green to brown transparent, may be pleochroic.  Low to moderate relief. Cleavage planes frequently visible as platy layers. Classic bird's eye extinction (mottled, pebbly texture) not always present in smear slide. Very low apparent birefringence (pseudo-isotropy) because flakes settle with {001} in the plane of the slide.  However, by tilting the slide very slightly (e.g., by slipping another slide under the slide) one can evaluate the true birefringence (thanks to Frank Brown, U. Utah, for the tip).  Biotite has strong birefringence; chlorite, which may form as an alteration product or a metamorphic mineral, can look similar to biotite in plane light but has weak birefringence.","Flaky Pseudo-isotropic Pleochroic bird's-eye-extinction","brown green layers ragged silicate mica transparent","Plane-Polarized Light"
